Waktu,PM10,PM2p5,SO2,CO,O3,NO2,HC,KecAngin,ArahAngin,Kelembaban,Suhu,TekUdara,SolRad,CurahHujan
2020-01-24 12:00,17,16,5,1322,,8,,1.61,200,56,34.67,996.95,4,0
2020-01-24 12:30,17,16,3,1035,,8,,3.22,228,58,33.94,996.61,221,0
2020-01-24 13:00,19,18,5,3161,,8,,8.05,228,62,33.56,995.93,31,0
2020-01-24 13:30,16,16,5,3142,,9,,1.61,233,63,33.94,995.59,208,0
2020-01-24 14:00,18,16,3,3300,26,9,,4.83,220,62,33.83,994.88,99,0
2020-01-24 14:30,16,14,3,4076,55,9,,3.22,191,61,34.83,994.48,104,0
2020-01-24 15:00,16,13,3,3922,66,9,,6.44,175,60,34.56,994.21,201,0
2020-01-24 15:30,13,13,3,3076,94,11,,12.87,344,60,34.5,994.38,82,0
2020-01-24 16:00,11,10,3,2328,43,9,,1.61,55,66,30.67,994.58,44,0
2020-01-24 16:30,56,53,5,7921,57,9,,0,56,77,29.78,994.71,44,2.79
2020-01-24 17:00,32,31,5,7553,,9,,0,15,86,28,994.71,35,4.06
2020-01-24 17:30,45,38,5,13248,67,8,,1.61,182,86,28.61,995.53,44,4.06
2020-01-24 18:00,42,38,3,14419,69,7,,1.61,183,81,28.78,996.03,21,4.06
2020-01-24 18:30,36,36,,18932,102,6,,3.22,184,80,28.78,996.54,0,0
2020-01-24 19:00,36,30,3,15676,81,6,,0,191,80,28.94,997.36,0,0
2020-01-24 19:30,24,23,3,23079,55,,,0,192,83,28.56,997.46,0,0
2020-01-24 20:00,26,32,,11930,28,4,,0,192,83,28.28,998.13,0,0
2020-01-24 20:30,36,36,,12638,,2,,0,19,83,28.39,998.37,0,0
2020-01-24 21:00,33,31,,9194,,2,,3.22,8,83,28.17,998.47,0,0
2020-01-24 21:30,30,29,,13426,37,4,,0,33,85,27.83,998.61,0,0
2020-01-24 22:00,24,23,,13344,,2,,0,33,86,27.56,998.85,0,0
2020-01-24 22:30,26,26,,10080,35,4,,0,33,85,27.33,998.95,0,0
2020-01-24 23:00,29,26,,8477,,2,,0,33,86,27.33,999.05,0,0
2020-01-24 23:30,33,31,,17023,14,2,,0,33,87,27.33,998.78,0,0
2020-01-25 00:00,36,34,,9492,,2,,0,37,88,27.17,998.51,0,0
2020-01-25 00:30,43,41,,5383,,2,,0,58,89,27.17,998.17,0,0
2020-01-25 01:00,43,41,,5496,,2,,3.22,80,90,26.89,997.73,0,0
2020-01-25 01:30,42,38,,4169,,2,,0,93,91,26.72,997.56,0,0
2020-01-25 02:00,36,34,,2504,,2,,0,4,91,26.56,997.08,0,0
2020-01-25 02:30,30,29,,1088,,2,,0,89,91,26.33,996.98,0,0
2020-01-25 03:00,26,24,,537,,2,,1.61,86,91,26.22,996.88,0,0
2020-01-25 03:30,25,23,,751,,2,,1.61,88,91,26.22,996.71,0,0
2020-01-25 04:00,25,23,,443,,2,,1.61,79,91,26.22,996.85,0,0
2020-01-25 04:30,27,25,,1220,,2,,0,92,91,26.17,996.88,0,0
2020-01-25 05:00,32,28,,1535,,2,,0,87,92,26.06,996.85,0,0
2020-01-25 05:30,38,35,,1997,,2,,0,88,93,25.94,996.98,7,0
2020-01-25 06:00,39,38,,3251,,2,,0,87,93,25.94,997.39,44,0
2020-01-25 06:30,39,39,,3617,,4,,3.22,40,92,26.33,997.86,90,0
2020-01-25 07:00,51,49,3,4092,,4,,1.61,88,89,26.94,998.3,146,0
2020-01-25 07:30,45,43,5,4737,,6,,1.61,212,86,28.11,998.61,151,0
2020-01-25 08:00,47,42,5,3833,,6,,1.61,201,82,28.83,998.41,219,0
2020-01-25 08:30,47,40,5,3458,,8,,1.61,23,77,30,998.57,80,0
2020-01-25 09:00,45,53,5,3088,,8,,3.22,103,75,30.61,998.47,217,0
2020-01-25 09:30,34,35,3,1465,,8,,0,31,72,30.61,998.44,69,0
2020-01-25 10:00,30,29,3,1034,29,9,,8.05,172,66,32.94,998.2,139,0
2020-01-25 10:30,23,23,,1151,112,11,,3.22,156,61,33.44,997.76,41,0
2020-01-25 11:00,31,27,,1407,94,11,,3.22,162,60,34.28,997.59,185,0
2020-01-25 11:30,49,42,3,2648,,9,,0,158,70,31.67,997.25,123,0
2020-01-25 12:00,35,33,5,4266,,8,,4.83,258,75,30.83,997.08,31,0
2020-01-25 12:30,26,22,5,2644,,9,,4.83,39,79,29.22,996.17,192,0
2020-01-25 13:00,21,20,3,2224,,8,,0,268,86,27.56,996.24,9,12.45
2020-01-25 13:30,20,18,5,2357,,8,,1.61,266,84,28.5,995.7,51,12.7
2020-01-25 14:00,28,24,3,2087,,8,,0,354,76,31.39,994.92,93,12.7
2020-01-25 14:30,12,12,3,2582,,9,,6.44,145,79,28.5,994.85,234,12.7
2020-01-25 15:00,13,12,3,2358,,9,,0,191,80,28.11,995.09,69,12.7
2020-01-25 15:30,13,11,3,3691,,8,,0,36,85,27.39,995.22,30,12.95
2020-01-25 16:00,18,17,3,3596,,9,,1.61,24,87,26.89,995.36,12,12.95
2020-01-25 16:30,14,13,8,6468,,8,,1.61,89,85,26.83,995.46,33,12.95
2020-01-25 17:00,19,17,8,5856,,8,,3.22,125,86,27.06,995.76,39,12.95
2020-01-25 17:30,31,30,5,6081,,8,,0,18,86,27.22,996.27,26,12.95
2020-01-25 18:00,25,25,,4834,,6,,4.83,94,86,27.06,996.61,0,12.95
2020-01-25 18:30,22,21,,2457,,6,,3.22,25,88,26.44,997.15,0,0
2020-01-25 19:00,24,22,,7798,,6,,3.22,18,88,26.5,997.52,0,0
2020-01-25 19:30,16,16,,9976,55,6,,1.61,190,88,26.33,997.63,0,0
2020-01-25 20:00,17,16,,5242,20,4,,0,262,89,26.17,997.93,0,0
2020-01-25 20:30,17,16,,6728,10,4,,3.22,154,89,26,998.27,0,0
2020-01-25 21:00,15,16,,5835,,4,,0,35,89,25.83,998.68,0,0
2020-01-25 21:30,14,14,,4279,,4,,1.61,68,89,25.72,998.85,0,0
2020-01-25 22:00,19,19,,3146,,4,,3.22,75,90,25.61,999.05,0,0
2020-01-25 22:30,38,35,,4907,,4,,3.22,156,90,25.56,998.81,0,0
2020-01-25 23:00,45,42,,3534,,4,,0,296,91,25.28,998.47,0,0
2020-01-25 23:30,34,33,,3812,,4,,3.22,354,91,25.17,998.2,0,0
2020-01-26 00:00,31,29,,3317,,4,,0,331,91,25.11,998.07,0,0
2020-01-26 00:30,28,27,,2140,,4,,1.61,83,91,25.06,997.93,0,0
2020-01-26 01:00,29,27,,1975,,4,,0,16,91,25.06,997.76,0,0
2020-01-26 01:30,27,25,,1451,,4,,0,75,91,25.17,997.52,0,0
2020-01-26 02:00,24,23,,2104,,2,,0,75,91,25.22,997.52,0,0
2020-01-26 02:30,18,18,,1594,,2,,3.22,81,92,25.28,997.25,0,0
2020-01-26 03:00,11,10,,,,4,,0,299,91,25.22,997.02,0,0
2020-01-26 03:30,9,8,,,,4,,0,86,91,25.06,996.98,0,0
2020-01-26 04:00,8,7,,,,4,,0,185,92,24.83,997.02,0,0
2020-01-26 04:30,10,9,,,,4,,3.22,212,92,24.72,997.15,0,0
2020-01-26 05:00,12,11,,996,,4,,0,206,92,24.67,997.25,0,0
2020-01-26 05:30,16,16,,,,4,,0,207,92,24.5,997.49,0,0
2020-01-26 06:00,24,23,,649,,2,,0,346,92,24.44,997.46,30,0
2020-01-26 06:30,22,20,,677,,4,,0,91,91,24.78,997.86,83,0
2020-01-26 07:00,21,20,,1384,,6,,1.61,85,89,25.67,998,128,0
2020-01-26 07:30,23,21,3,2024,,6,,3.22,199,86,26.06,998.3,120,0
2020-01-26 08:00,17,16,3,1688,,8,,0,214,83,27.11,998.07,250,0
2020-01-26 08:30,18,27,,1771,62,9,,0,190,75,29.17,998.1,119,0
2020-01-26 09:00,17,20,,1832,79,9,,0,234,71,30.06,998.1,237,0
2020-01-26 09:30,22,19,,2414,124,11,,6.44,274,67,31.06,997.86,97,0
2020-01-26 10:00,23,21,,2526,86,11,,3.22,237,64,32.11,997.73,211,0
2020-01-26 10:30,18,18,,1970,118,11,,4.83,187,62,32.56,997.39,8,0
2020-01-26 11:00,10,9,,1199,88,11,,3.22,192,58,33.17,996.95,101,0
2020-01-26 11:30,11,10,3,782,27,9,,8.05,211,59,33.5,996.54,92,0
2020-01-26 12:00,13,10,3,1317,,9,,3.22,324,59,33.11,996.03,32,0
2020-01-26 12:30,9,9,3,1135,,8,,0,149,58,32.83,995.56,172,0
2020-01-26 13:00,17,16,3,1499,,8,,0,272,64,32.28,995.19,211,0
2020-01-26 13:30,18,18,3,3350,,8,,0,276,72,31.5,994.95,148,0
2020-01-26 14:00,16,14,3,3632,,9,,3.22,327,78,28.94,994.92,248,0
2020-01-26 14:30,13,12,3,3210,45,9,,1.61,60,71,29.94,994.17,80,0
2020-01-26 15:00,15,13,3,4020,92,9,,3.22,312,72,30.39,994.21,96,0
2020-01-26 15:30,14,14,3,3542,31,9,,1.61,290,69,31.22,994.04,0,0
2020-01-26 16:00,16,17,3,3030,,9,,1.61,157,71,30.61,994.07,203,0
2020-01-26 16:30,18,17,3,2853,,9,,6.44,201,71,30.56,993.87,190,0
2020-01-26 17:00,21,18,5,2509,,8,,1.61,188,71,30.33,994.1,179,0
2020-01-26 17:30,16,14,3,2326,,8,,3.22,168,71,30.17,994.54,83,0
2020-01-26 18:00,32,28,,5442,14,6,,1.61,218,75,29.39,994.92,19,0
2020-01-26 18:30,27,25,,4689,42,6,,1.61,64,77,28.78,995.29,0,0
2020-01-26 19:00,24,21,,6731,41,6,,1.61,30,79,28.06,995.73,0,0
2020-01-26 19:30,27,25,,4609,24,4,,1.61,12,80,27.72,996.24,0,0
2020-01-26 20:00,29,27,,6333,31,4,,0,312,82,27.5,996.61,0,0
2020-01-26 20:30,28,27,,9776,52,4,,1.61,197,83,27.44,996.81,0,0
2020-01-26 21:00,28,28,,9579,37,4,,0,313,84,27.17,997.12,0,0
2020-01-26 21:30,28,26,,6486,,4,,0,265,85,27,997.39,0,0
2020-01-26 22:00,26,25,,4848,,4,,3.22,22,85,26.94,997.56,0,0
2020-01-26 22:30,28,27,,6146,,4,,1.61,72,85,26.94,997.52,0,0
2020-01-26 23:00,31,30,,6027,,4,,0,33,86,26.78,997.29,0,0
2020-01-26 23:30,31,28,,5591,,4,,0,75,86,26.67,996.98,0,0
2020-01-27 00:00,32,30,,5898,,4,,0,116,87,26.5,996.64,0,0
2020-01-27 00:30,32,31,,4610,,2,,4.83,89,88,26.33,996.34,0,0
2020-01-27 01:00,30,28,,3910,,2,,3.22,102,89,26.22,995.83,0,0
2020-01-27 01:30,31,29,,3974,,2,,3.22,89,89,26.06,995.76,0,0
2020-01-27 02:00,33,30,,3940,,2,,1.61,77,90,25.83,995.66,0,0
2020-01-27 02:30,32,30,,3894,,2,,1.61,209,90,25.72,995.53,0,0
2020-01-27 03:00,30,28,,2275,,2,,0,209,90,25.56,995.73,0,0
2020-01-27 03:30,32,30,,3252,,2,,0,210,91,25.39,995.59,0,0
2020-01-27 04:00,35,34,,4005,,2,,0,210,92,25.28,995.56,0,0
2020-01-27 04:30,39,37,,3730,,2,,0,211,92,25.22,996.1,0,0
2020-01-27 05:00,41,39,,7411,,2,,0,210,92,25,996.44,0,0
2020-01-27 05:30,39,37,,5598,,2,,1.61,212,92,24.94,996.81,0,0
2020-01-27 06:00,40,39,,5459,,2,,0,87,92,24.94,996.91,19,0
2020-01-27 06:30,40,37,,5110,,4,,1.61,97,91,25.39,997.42,44,0
2020-01-27 07:00,41,39,3,7606,,6,,1.61,175,88,26.28,997.76,88,0
2020-01-27 07:30,39,37,5,8567,,6,,1.61,222,83,27.39,997.93,84,0
2020-01-27 08:00,46,43,5,6933,,6,,1.61,95,80,28.22,998.03,243,0
2020-01-27 08:30,48,38,5,4965,,8,,1.61,354,73,29.89,998.03,101,0
2020-01-27 09:00,33,32,5,4490,,8,,3.22,95,66,31.22,998.24,216,0
2020-01-27 09:30,47,36,,5133,114,11,,3.22,195,63,32.89,998.44,27,0
2020-01-27 10:00,26,23,,4194,152,11,,1.61,208,59,33.39,998,141,0
2020-01-27 10:30,38,34,3,3953,45,9,,4.83,236,63,32.33,997.66,236,0
2020-01-27 11:00,29,28,5,5064,,9,,0,260,62,31.89,997.36,213,0
2020-01-27 11:30,26,23,5,5590,,9,,0,231,61,32.33,996.71,53,0
2020-01-27 12:00,39,39,5,3327,,8,,1.61,90,67,31.33,996.37,76,0
2020-01-27 12:30,23,21,3,3717,41,9,,6.44,177,67,31.5,996.14,7,0
2020-01-27 13:00,16,14,5,2961,,9,,3.22,50,61,32.33,995.59,161,0
2020-01-27 13:30,16,14,3,1220,,8,,1.61,265,70,29.78,995.36,171,0
2020-01-27 14:00,20,20,3,2188,,8,,4.83,86,73,29.39,995.22,199,0
2020-01-27 14:30,17,15,3,3402,19,9,,1.61,181,71,30.33,994.88,27,0
2020-01-27 15:00,16,17,3,2367,,8,,1.61,70,72,29.94,995.43,76,0
2020-01-27 15:30,23,21,3,4718,,9,,4.83,293,86,27.22,995.7,26,3.81
2020-01-27 16:00,24,20,3,4037,,9,,1.61,330,91,25.94,996.07,25,7.62
2020-01-27 16:30,15,11,3,3452,,8,,1.61,56,91,25.67,995.87,25,8.38
2020-01-27 17:00,12,12,5,10298,55,9,,0,72,91,25.72,995.93,58,8.64
2020-01-27 17:30,13,12,3,12296,79,9,,1.61,72,91,25.72,996.1,25,8.64
2020-01-27 18:00,16,14,3,22975,129,8,,0,72,92,25.67,996.37,0,8.64
2020-01-27 18:30,24,23,21,47517,98,8,,0,72,92,25.5,996.34,0,0
2020-01-27 19:00,21,19,3,13596,79,6,,0,72,92,25.39,996.64,0,0
2020-01-27 19:30,17,16,3,14902,78,6,,0,72,92,25.22,997.08,0,0
2020-01-27 20:00,40,36,8,27531,79,6,,1.61,249,94,25.44,997.46,0,0
2020-01-27 20:30,30,28,8,31739,61,6,,0,249,93,25.39,998.1,0,
2020-01-27 21:00,28,26,8,33332,86,6,,0,249,94,25.28,998.41,0,0
2020-01-27 21:30,41,40,3,18469,51,4,,0,71,94,25.56,998.85,0,0
2020-01-27 22:00,38,37,3,16388,27,4,,0,69,94,25.61,998.74,0,0
2020-01-27 22:30,35,33,3,14367,12,4,,0,93,93,25.67,998.24,0,0
2020-01-27 23:00,36,33,,11013,,4,,0,95,92,25.67,997.86,0,0
2020-01-27 23:30,31,29,,8143,,2,,0,53,92,25.56,997.63,0,0
2020-01-28 00:00,30,29,,7540,,2,,3.22,48,92,25.44,997.66,0,0
2020-01-28 00:30,27,26,,6219,,2,,0,72,91,25.39,997.25,0,0
2020-01-28 01:00,30,27,,8016,,2,,0,72,92,25.17,996.88,0,0
2020-01-28 01:30,29,27,,12366,,2,,0,72,93,24.94,996.68,0,0
2020-01-28 02:00,25,24,,7300,,2,,0,110,93,24.89,996.64,0,0
2020-01-28 02:30,33,30,,5126,,2,,0,110,93,24.94,996.81,0,0
2020-01-28 03:00,61,41,,6429,,2,,0,110,94,24.78,996.95,0,0
2020-01-28 03:30,30,28,,6749,,2,,1.61,110,94,24.61,996.75,0,0
2020-01-28 04:00,29,27,,4079,,2,,1.61,70,94,24.72,996.71,0,0
2020-01-28 04:30,31,28,,4993,,2,,1.61,85,93,24.78,996.68,0,0
2020-01-28 05:00,28,25,3,10589,,2,,0,83,93,24.56,996.91,0,0
2020-01-28 05:30,26,23,,6028,,2,,0,83,93,24.28,997.12,0,0
2020-01-28 06:00,29,28,3,7866,,2,,0,83,93,24.17,997.36,18,0
2020-01-28 06:30,45,43,5,13100,,4,,1.61,171,94,24.78,997.8,35,0
2020-01-28 07:00,50,46,8,14621,,4,,0,59,92,25.39,997.69,65,0
2020-01-28 07:30,41,38,5,10611,,6,,0,101,88,26.39,997.96,72,0.25
2020-01-28 08:00,42,37,5,8290,,6,,0,201,83,27.72,998.2,245,0.25
2020-01-28 08:30,33,31,3,6980,,8,,0,264,77,29.61,998.44,109,0.25
2020-01-28 09:00,31,34,3,5721,88,9,,4.83,201,73,30.56,998.3,232,0.25
2020-01-28 09:30,36,33,3,5968,26,8,,3.22,193,69,31.33,998.41,254,0.25
2020-01-28 10:00,35,33,5,4224,,8,,0,245,69,31.72,997.96,144,0.25
2020-01-28 10:30,29,26,3,2755,,8,,1.61,170,66,32.22,997.76,248,0.25
2020-01-28 11:00,19,18,3,2894,,8,,1.61,181,64,32.56,997.36,154,0.25
2020-01-28 11:30,14,12,3,3034,,9,,6.44,245,57,33.94,996.95,119,0.25
2020-01-28 12:00,16,14,3,2188,,8,,8.05,226,59,33.39,996.54,45,0.25
2020-01-28 12:30,14,14,3,2698,,8,,1.61,236,61,32.72,995.87,123,0.25
2020-01-28 13:00,18,18,5,4694,24,9,,0,190,67,32.11,995.7,72,0.51
2020-01-28 13:30,16,14,3,4422,,8,,0,248,87,27.89,995.36,101,9.4
2020-01-28 14:00,26,23,3,6824,74,9,,0,4,81,29.72,994.95,193,9.4
2020-01-28 14:30,22,20,3,7872,67,9,,0,339,80,29.94,994.78,2,9.4
2020-01-28 15:00,18,17,5,8680,55,8,,3.22,343,77,30.33,994.65,115,9.4
2020-01-28 15:30,18,18,3,6514,61,9,,1.61,354,72,31,994.78,153,9.4
2020-01-28 16:00,18,18,3,5424,,9,,1.61,8,76,30.72,994.88,185,9.4
2020-01-28 16:30,16,17,3,4852,24,8,,0,18,77,30.11,995.29,88,9.4
2020-01-28 17:00,19,18,3,5612,71,9,,0,4,78,29.61,995.56,19,9.4
2020-01-28 17:30,21,18,3,8158,57,8,,0,4,80,29.17,996.2,7,9.4
2020-01-28 18:00,24,21,,11673,82,8,,0,260,80,28.94,996.1,0,9.4
2020-01-28 18:30,32,32,,6824,41,6,,1.61,263,81,28.72,996.54,0,0
2020-01-28 19:00,32,30,,12238,104,6,,0,350,82,28.5,996.98,0,0
2020-01-28 19:30,33,31,,8834,92,4,,0,349,84,28.39,997.66,0,0
2020-01-28 20:00,28,26,,10359,33,4,,0,32,84,28.11,998.13,0,0
2020-01-28 20:30,21,21,,7991,33,4,,0,321,83,27.89,998.44,0,0
2020-01-28 21:00,25,24,,17907,66,4,,0,321,85,27.78,998.95,0,0
2020-01-28 21:30,26,24,,18348,71,4,,0,321,84,27.78,999.01,0,0
2020-01-28 22:00,23,21,,9644,37,4,,1.61,144,85,27.78,999.12,0,0
2020-01-28 22:30,21,20,,4986,,2,,0,193,89,27.11,999.12,0,0
2020-01-28 23:00,16,15,,5348,,2,,0,331,90,26.89,998.81,0,0
2020-01-28 23:30,23,22,,6882,47,4,,0,331,90,26.67,998.2,0,0
2020-01-29 00:00,21,21,,6223,,4,,0,15,90,26.67,997.96,0,0
2020-01-29 00:30,36,35,,7041,,2,,1.61,354,91,26.67,997.83,0,0
2020-01-29 01:00,32,31,,7097,,2,,0,4,91,26.5,997.66,0,0
2020-01-29 01:30,31,29,,7078,,2,,0,4,91,26.33,997.32,0,0
2020-01-29 02:00,27,26,,5437,,2,,0,4,91,26.17,997.25,0,0
2020-01-29 02:30,27,26,,5058,,2,,0,4,90,26.06,997.02,0,0
2020-01-29 03:00,30,29,,7321,,2,,0,17,91,26.06,996.81,0,0
2020-01-29 03:30,33,31,,7127,,2,,0,17,92,25.83,996.68,0,0
2020-01-29 04:00,38,35,,5670,,2,,0,17,93,25.89,996.78,0,0
2020-01-29 04:30,36,33,,5276,,2,,0,17,94,25.78,996.95,0,0
2020-01-29 05:00,37,35,,9022,,2,,0,17,95,25.72,997.08,0,0
2020-01-29 05:30,61,47,,5680,,2,,0,17,95,25.78,997.22,0,0
2020-01-29 06:00,40,39,,9025,,2,,0,17,95,25.83,997.29,33,0
2020-01-29 06:30,41,41,3,8656,,4,,0,17,94,26.11,997.63,81,0
2020-01-29 07:00,40,37,5,8209,,4,,0,57,91,26.72,998.13,135,0
2020-01-29 07:30,35,32,5,8322,,6,,0,69,84,27.89,998.27,202,0
2020-01-29 08:00,19,15,5,9106,,6,,0,267,79,29.17,998.3,157,0
2020-01-29 08:30,20,23,5,7792,,8,,0,8,76,30.33,998.64,122,0
2020-01-29 09:00,26,24,5,7314,,8,,3.22,324,71,31.44,998.71,24,0
2020-01-29 09:30,18,19,3,4894,51,9,,1.61,279,67,31.94,998.34,85,0
2020-01-29 10:00,18,16,3,2813,79,9,,3.22,359,62,32.89,998.03,239,0
2020-01-29 10:30,12,11,,1963,124,11,,1.61,347,57,34.56,997.69,218,0
2020-01-29 11:00,11,11,,5042,160,11,,3.22,354,56,34.33,997.32,227,0
2020-01-29 11:30,11,11,3,1543,49,9,,3.22,341,55,34.67,996.81,55,0
2020-01-29 12:00,12,11,3,2186,,9,,6.44,8,55,35.06,996.34,118,0
2020-01-29 12:30,11,11,3,1527,,9,,1.61,330,55,34.72,995.97,110,0
2020-01-29 13:00,13,12,3,1801,,9,,0,15,56,34.28,995.36,221,0
2020-01-29 13:30,22,19,3,3599,,9,,1.61,241,66,33,995.39,90,0
2020-01-29 14:00,31,29,3,3789,58,9,,1.61,30,66,31.5,995.19,30,0
2020-01-29 14:30,28,22,,3903,75,9,,3.22,178,70,30.89,995.19,28,0
2020-01-29 15:00,32,30,,6453,214,13,,6.44,189,73,29.56,995.12,77,0
2020-01-29 15:30,43,42,3,7874,88,9,,1.61,213,77,29.44,995.29,77,0
2020-01-29 16:00,29,27,,8290,132,11,,1.61,332,79,29.11,995.59,93,0
2020-01-29 16:30,33,22,,12670,399,19,,1.61,195,77,29.56,995.53,93,0
2020-01-29 17:00,29,39,,16162,314,15,,1.61,209,78,29.39,995.8,47,0
2020-01-29 17:30,19,18,3,14359,137,9,,4.83,230,79,29.22,996.68,28,0
2020-01-29 18:00,58,54,,10395,48,6,,0,212,80,28.94,996.54,0,0
2020-01-29 18:30,29,26,,10461,57,6,,0,212,82,28.72,996.85,0,0
2020-01-29 19:00,36,32,,6656,65,6,,0,213,83,28.5,997.15,0,0
2020-01-29 19:30,39,39,,8424,41,4,,0,8,83,28.44,997.52,0,0
2020-01-29 20:00,28,27,,6730,39,4,,0,21,83,28,997.86,0,0
2020-01-29 20:30,21,19,,5915,26,2,,1.61,35,83,27.61,997.76,0,0
2020-01-29 21:00,21,19,,4847,,4,,1.61,12,82,27.44,998.13,0,0
2020-01-29 21:30,22,18,,7050,12,4,,0,31,82,27.33,998.1,0,0
2020-01-29 22:00,18,18,,5171,,3,,1.61,35,81,27.33,998.17,0,0
2020-01-29 22:30,24,24,,3708,,2,,0,43,82,27.17,997.93,0,0
2020-01-29 23:00,20,20,,4515,,2,,0,316,82,27,997.83,0,0
2020-01-29 23:30,46,46,,7496,,2,,3.22,335,83,26.83,997.73,0,0
2020-01-30 00:00,23,21,,7426,,2,,0,291,82,26.72,997.32,0,0
2020-01-30 00:30,35,33,,4828,,2,,1.61,327,82,26.67,997.05,0,0
2020-01-30 01:00,28,28,,4448,,2,,0,328,83,26.61,996.78,0,0
2020-01-30 01:30,25,23,,3684,,2,,0,346,84,26.39,996.85,0,0
2020-01-30 02:00,26,26,,5177,,2,,0,346,86,26.28,996.78,0,0
2020-01-30 02:30,31,28,,4451,,2,,0,307,86,26.33,996.47,0,0
2020-01-30 03:00,28,27,,2911,,2,,0,339,87,26.28,996.37,0,0
2020-01-30 03:30,27,26,,3212,,2,,3.22,330,87,26.11,996.44,0,0
2020-01-30 04:00,28,28,,3347,,2,,1.61,330,87,26,996.51,0,0
2020-01-30 04:30,27,25,,3370,,2,,0,330,88,25.83,996.37,0,0
2020-01-30 05:00,24,23,,2835,,2,,0,330,88,25.61,996.71,0,0
2020-01-30 05:30,25,22,,3146,,2,,1.61,18,87,25.56,996.78,0,0
2020-01-30 06:00,27,24,,3398,,2,,0,315,86,25.67,996.98,23,0
2020-01-30 06:30,23,22,,4056,,4,,1.61,270,85,26,997.69,79,0
2020-01-30 07:00,21,20,3,7550,,6,,0,34,83,26.78,998.13,116,0
2020-01-30 07:30,26,25,5,11513,,8,,1.61,264,81,27.39,998.3,167,0
2020-01-30 08:00,24,22,5,9734,,6,,0,343,80,27.78,998.34,169,0
2020-01-30 08:30,20,19,5,6589,,8,,0,35,78,28.17,998.64,232,0
2020-01-30 09:00,18,16,5,22744,77,9,,1.61,270,75,29.33,998.88,189,0
2020-01-30 09:30,7,8,5,8409,31,8,,6.44,19,72,30.17,998.71,222,0
2020-01-30 10:00,15,13,3,3164,59,9,,3.22,289,72,30.72,998.17,167,0
2020-01-30 10:30,10,9,3,2526,73,9,,0,321,69,30.72,998.51,237,0
2020-01-30 11:00,8,8,3,2212,41,9,,4.83,289,68,31.67,998.34,121,0
2020-01-30 11:30,12,12,3,1439,13,8,,4.83,287,69,31.33,997.86,62,0
2020-01-30 12:00,10,8,3,814,,8,,3.22,255,67,31.44,997.46,206,0
2020-01-30 12:30,7,7,3,912,,9,,4.83,226,65,31.94,997.12,177,0
2020-01-30 13:00,6,7,3,2383,,8,,8.05,341,64,32.61,997.22,68,0
2020-01-30 13:30,13,10,3,939,,8,,4.83,172,75,29.17,997.19,8,0
2020-01-30 14:00,6,6,,2689,181,13,,8.05,204,74,29.11,996.95,145,0
2020-01-30 14:30,5,5,,4332,259,15,,6.44,186,71,29.94,996.85,8,0
2020-01-30 15:00,13,9,,6227,280,15,,9.66,210,75,28.67,996.98,202,0
2020-01-30 15:30,6,7,,6062,198,13,,12.87,185,79,27.61,996.85,46,0
2020-01-30 16:00,8,7,,4569,52,9,,0,194,80,27.44,996.88,192,0
2020-01-30 16:30,5,4,3,6539,39,9,,1.61,106,78,27.5,997.19,98,0
2020-01-30 17:00,10,10,3,5987,33,9,,3.22,324,79,27.06,997.46,32,0
2020-01-30 17:30,23,22,3,5169,26,8,,1.61,30,82,26.61,997.86,11,0
2020-01-30 18:00,16,16,,3234,,6,,8.05,33,87,25.56,998.44,0,0
2020-01-30 18:30,14,14,,2554,22,6,,4.83,22,88,25.22,998.54,0,0
2020-01-30 19:00,15,17,,3531,21,6,,3.22,35,89,25.11,998.51,0,0.25
2020-01-30 19:30,8,7,,3286,,4,,1.61,43,88,25.17,998.51,0,0.51
2020-01-30 20:00,5,5,,1681,,4,,4.83,35,86,24.89,998.78,0,0.51
2020-01-30 20:30,9,8,,2844,,6,,3.22,34,86,24.67,998.47,0,0.51
2020-01-30 21:00,6,7,,3783,49,6,,1.61,41,85,24.78,998.27,0,0.51
2020-01-30 21:30,5,5,,3390,,4,,1.61,39,84,24.94,997.93,0,0.51
2020-01-30 22:00,5,5,,5755,43,4,,6.44,19,83,25,997.69,0,0.51
2020-01-30 22:30,9,9,,4160,,4,,0,77,84,25.11,997.19,0,0.51
2020-01-30 23:00,15,14,,7571,49,4,,1.61,210,86,25.11,997.05,0,0.51
2020-01-30 23:30,14,12,,3657,,4,,8.05,86,86,25.06,996.54,0,0.51
2020-01-31 00:00,12,10,,1944,,4,,1.61,15,86,25.17,996.07,0,0.51
2020-01-31 00:30,8,8,,800,,4,,0,100,84,25.22,995.9,0,0.51
2020-01-31 01:00,14,13,,1086,,4,,0,27,87,24.94,995.76,0,0.51
2020-01-31 01:30,16,15,,1439,,4,,0,70,88,24.78,995.63,0,0.51
2020-01-31 02:00,19,17,,652,,4,,1.61,359,88,24.89,995.39,0,0.51
2020-01-31 02:30,20,17,,895,,4,,0,61,90,24.67,995.46,0,0.51
2020-01-31 03:00,21,18,,1233,,4,,1.61,102,90,24.61,995.56,0,0.51
2020-01-31 03:30,20,18,,1467,,4,,0,16,91,24.5,995.56,0,0.51
2020-01-31 04:00,21,20,,2817,,4,,1.61,54,91,24.28,995.93,0,0.51
2020-01-31 04:30,25,23,,1669,,4,,3.22,86,91,24.33,996.44,0,0.51
2020-01-31 05:00,25,24,,1614,,2,,0,87,92,24.28,996.88,0,0.51
